	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:2112:19198:10725;size=1;	0	0	0	7	24	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:19355:16079;size=1;	786	578	911	24	10	19	0	31	23	4	0	360	5	18	21	0
M02144:85:000000000-B48VY:1:2112:19447:12862;size=1;	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:19477:17274;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	24	2	0	0
M02144:85:000000000-B48VY:1:2112:19923:11996;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M02144:85:000000000-B48VY:1:2112:20422:22567;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	14	30	0	0
M02144:85:000000000-B48VY:1:2112:20822:3814;size=2;	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0
M02144:85:000000000-B48VY:1:2112:21294:11185;size=2;	0	0	0	0	0	0	0	0	0	0	0	30	0	1	184	0
M02144:85:000000000-B48VY:1:2112:22277:16911;size=1;	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:22570:12996;size=1;	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2112:22698:20480;size=26;	0	38	1428	2	1	0	0	2	0	0	6	25	0	2	284	6
M02144:85:000000000-B48VY:1:2112:22849:22679;size=1;	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:23393:16171;size=1;	0	0	0	0	0	0	0	6	3	0	0	0	72	0	0	0
M02144:85:000000000-B48VY:1:2112:23512:21749;size=1;	0	0	0	0	0	81	51	0	0	0	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2112:23900:4237;size=1;	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:24091:14979;size=1;	0	0	0	0	0	0	0	0	0	15	6	1	0	0	0	0
M02144:85:000000000-B48VY:1:2112:24205:23280;size=1;	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:24847:18882;size=1;	0	0	0	0	0	0	0	0	0	33	2	19	0	0	0	0
M02144:85:000000000-B48VY:1:2112:24958:17850;size=1;	0	0	0	0	0	0	0	38	4	0	0	0	70	10	0	0
M02144:85:000000000-B48VY:1:2112:24974:21016;size=1;	0	0	0	253	110	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:25052:10558;size=1;	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	8
M02144:85:000000000-B48VY:1:2112:25370:5018;size=1;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
M02144:85:000000000-B48VY:1:2112:25674:4220;size=1;	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:25709:7281;size=1;	0	0	0	0	0	1	0	0	0	276	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:25830:15501;size=1;	0	23	0	25	12	124	30	5	2	1	0	278	0	2	0	0
M02144:85:000000000-B48VY:1:2112:26197:20564;size=1;	0	0	0	0	0	0	0	2	0	0	0	1	31	70	0	0
M02144:85:000000000-B48VY:1:2112:26275:16900;size=2;	0	30	0	10	7	1	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:26394:17008;size=1;	1	0	0	256	368	0	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2112:26395:9310;size=1;	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:26448:20313;size=1;	0	0	0	1	1	10	0	0	0	0	0	286	0	0	0	0
M02144:85:000000000-B48VY:1:2112:27424:19485;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0
M02144:85:000000000-B48VY:1:2112:27633:10492;size=1;	0	0	0	0	0	161	130	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2112:4496:10643;size=1;	0	0	0	0	0	0	0	0	0	206	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:5115:13471;size=1;	0	0	1	0	1	0	0	0	0	209	814	834	1	0	0	0
M02144:85:000000000-B48VY:1:2112:6604:11620;size=1;	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:2112:6907:22237;size=1;	0	0	0	281	154	0	0	1	0	216	6	12	0	0	10	0
M02144:85:000000000-B48VY:1:2112:7008:22405;size=1;	2	2	21	5	6	1	0	329	236	0	12	246	696	3646	1	2
M02144:85:000000000-B48VY:1:2112:7210:6472;size=1;	2	0	0	0	0	0	0	790	528	0	0	1	653	13	0	0
M02144:85:000000000-B48VY:1:2112:8286:4464;size=1;	0	0	0	0	2	0	0	5	1	0	0	22	0	0	0	0
M02144:85:000000000-B48VY:1:2112:8355:15905;size=1;	0	0	0	9	20	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:8791:8755;size=1;	0	0	0	0	0	0	0	0	0	66	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:2112:8879:17234;size=1;	0	0	0	80	53	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2112:8975:13040;size=1;	2	0	0	921	1242	0	1	82	56	4	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2112:9220:18964;size=1;	0	0	0	0	0	0	0	0	0	115	0	9	0	0	0	0
M02144:85:000000000-B48VY:1:2112:9890:19907;size=1;	0	18	0	0	0	32	5	0	0	0	0	4	0	0	13	0
M02144:85:000000000-B48VY:1:2113:10888:14923;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	31	8	0	0
M02144:85:000000000-B48VY:1:2113:12068:20294;size=1;	0	0	0	0	0	0	0	278	43	0	0	2	158	3	0	0
M02144:85:000000000-B48VY:1:2113:12402:9320;size=1;	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:12983:5068;size=1;	0	0	0	0	0	17	11	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2113:13089:4199;size=1;	11	4	317	97	252	32867	23469	5	12	12	1	35	178	1170	3	3
M02144:85:000000000-B48VY:1:2113:13363:8246;size=1;	0	0	0	944	446	0	0	1	0	5	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:13579:18271;size=2;	0	0	0	0	0	0	0	1	0	0	2	196	0	0	0	0
M02144:85:000000000-B48VY:1:2113:13774:5239;size=1;	0	0	0	39	6	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:14235:21195;size=1;	0	0	0	0	0	0	0	0	0	9	125	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:14447:6491;size=1;	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:15107:22793;size=1;	0	0	0	1	1	1	0	0	0	0	0	486	0	0	0	0
M02144:85:000000000-B48VY:1:2113:15715:14797;size=1;	0	0	0	0	0	0	0	0	0	0	2	78	0	0	0	0
M02144:85:000000000-B48VY:1:2113:15987:7570;size=1;	22558	366	22864	8	26	16	8	3	3	3	317	1745	4	20	11889	144
M02144:85:000000000-B48VY:1:2113:15991:6044;size=1;	0	0	0	619	278	2	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:16030:18306;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:16287:19590;size=1;	0	0	0	94	51	1	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:16852:11277;size=1;	265	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:17178:6231;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:17516:20362;size=1;	0	0	0	0	0	0	0	1	0	63	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:17675:18214;size=1;	0	0	0	0	1	0	0	0	0	12	29	2	0	0	0	0
M02144:85:000000000-B48VY:1:2113:18162:7392;size=1;	0	9	0	23	7	25	2	19	14	2	0	91	0	2	0	0
M02144:85:000000000-B48VY:1:2113:18533:4585;size=1;	0	0	0	0	0	0	0	7	10	0	0	0	2	28	0	0
M02144:85:000000000-B48VY:1:2113:18787:6643;size=1;	0	0	0	0	0	0	0	11	1	0	0	0	11	0	0	0
M02144:85:000000000-B48VY:1:2113:18895:12933;size=1;	0	0	1	2	0	633	696	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:19302:21071;size=1;	0	0	0	1	0	0	0	19	5	0	0	0	73	6	0	0
M02144:85:000000000-B48VY:1:2113:19336:18151;size=1;	0	0	0	1	0	0	0	46	17	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2113:19456:15695;size=1;	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:19697:19389;size=1;	0	0	0	0	0	0	0	5	7	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:2113:19867:17022;size=1;	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:20947:16061;size=1;	0	0	0	13	3	0	0	0	0	5	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2113:21365:11609;size=4;	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:21839:15693;size=1;	0	0	0	0	0	0	0	5	4	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:2113:22144:3813;size=1;	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:22375:11585;size=1;	0	0	0	0	0	0	0	16	5	0	0	0	190	1	0	0
M02144:85:000000000-B48VY:1:2113:22808:23581;size=1;	0	0	0	17	10	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:23106:24000;size=1;	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:23125:9278;size=1;	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:23251:11829;size=1;	8	1	1	24367	25209	10	6	8	4	3	9	5	4	4	0	5
M02144:85:000000000-B48VY:1:2113:23640:15865;size=1;	0	1	0	0	0	36	28	0	0	0	0	9	0	2	0	0
M02144:85:000000000-B48VY:1:2113:24939:11576;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40
M02144:85:000000000-B48VY:1:2113:25276:15846;size=1;	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:25288:15422;size=1;	0	0	0	75	6	0	0	0	0	17	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:25409:13284;size=1;	0	0	0	0	0	0	0	50	23	0	0	0	165	29	0	0
M02144:85:000000000-B48VY:1:2113:25445:17612;size=1;	0	0	0	0	0	0	1	866	617	0	0	6	995	8	1	0
M02144:85:000000000-B48VY:1:2113:25457:20983;size=1;	0	0	0	4	6	8	0	6	4	1	0	47	0	0	0	0
M02144:85:000000000-B48VY:1:2113:25790:11629;size=1;	0	0	0	0	0	0	0	515	525	0	0	0	16	41	0	0
M02144:85:000000000-B48VY:1:2113:25816:21380;size=1;	0	0	0	0	0	26	30	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:27147:6847;size=1;	8	1	3	446	222	5	5	21	17	19890	229	885	200	886	248	10
M02144:85:000000000-B48VY:1:2113:27183:7219;size=1;	0	0	0	0	0	0	0	9	1	0	0	0	29	0	0	0
M02144:85:000000000-B48VY:1:2113:27757:19854;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	8	16	0	0
M02144:85:000000000-B48VY:1:2113:28452:9801;size=1;	0	10	0	5	2	1	0	0	0	0	0	1	0	0	78	0
M02144:85:000000000-B48VY:1:2113:28645:17004;size=1;	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:4937:14181;size=1;	0	0	0	0	0	1	0	6	5	0	0	0	22	10	0	0
M02144:85:000000000-B48VY:1:2113:6520:7509;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:6865:6960;size=1;	1	0	0	0	0	0	0	56	2	0	0	0	0	1	1	0
M02144:85:000000000-B48VY:1:2113:6872:11560;size=1;	0	0	0	0	0	0	0	0	0	38	15	35	0	0	0	0
M02144:85:000000000-B48VY:1:2113:7454:15722;size=1;	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:7831:4373;size=1;	0	0	0	0	0	15	0	5	1	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2113:8438:19880;size=1;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
M02144:85:000000000-B48VY:1:2113:9422:13211;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M02144:85:000000000-B48VY:1:2113:9685:14473;size=1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0
M02144:85:000000000-B48VY:1:2113:9840:21053;size=1;	0	0	0	0	0	0	0	110	77	0	0	1	62	48	0	0
M02144:85:000000000-B48VY:1:2113:9930:13344;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2113:9975:4063;size=1;	0	30	0	4	0	6	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10091:22833;size=1;	0	0	0	0	0	47	28	24	3	17	25	648	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10400:11648;size=1;	0	0	1	0	2	0	0	0	0	0	0	546	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10467:17602;size=1;	0	0	0	0	1	8	3	0	0	0	0	1005	0	0	0	0
M02144:85:000000000-B48VY:1:2114:10740:12389;size=1;	0	0	0	6	4	58	33	33	39	0	6	12	790	3616	1	4
M02144:85:000000000-B48VY:1:2114:11089:14574;size=2;	0	0	0	1	0	0	0	0	0	121	8	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:11335:6909;size=1;	0	0	0	0	0	0	0	15	22	0	0	0	60	26	0	0
M02144:85:000000000-B48VY:1:2114:11770:7288;size=1;	1	1	2	7	15	7	1	4	5	2260	14570	11594	7	7	0	5
M02144:85:000000000-B48VY:1:2114:12235:14210;size=1;	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12486:1875;size=1;	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:12856:24434;size=1;	0	0	0	0	0	0	0	63	91	0	0	1	2	2	0	0
M02144:85:000000000-B48VY:1:2114:13209:14327;size=1;	0	0	0	0	0	43	16	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13471:22690;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:13780:11437;size=1;	0	0	0	85	63	2	0	6	0	1	0	0	11	66	0	0
M02144:85:000000000-B48VY:1:2114:13858:13625;size=1;	8	6	11	16	25	12	9	102	72	4	54	236	4458	24609	10	8
M02144:85:000000000-B48VY:1:2114:13914:11567;size=1;	0	0	0	0	0	0	0	3	1	0	0	1	32	0	0	0
M02144:85:000000000-B48VY:1:2114:14171:10018;size=1;	3	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14206:13492;size=1;	1	1	1	11	3	2001	1534	3	3	16	127	140	4	27	54	2
M02144:85:000000000-B48VY:1:2114:14584:10450;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:14743:14566;size=1;	0	0	0	124	94	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:15811:5414;size=1;	0	0	0	0	0	23	14	0	0	0	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16057:22429;size=1;	0	0	0	0	0	0	0	0	0	22	189	0	0	1	0	0
M02144:85:000000000-B48VY:1:2114:16102:8813;size=1;	0	0	0	26	42	0	0	0	0	152	227	296	0	0	1	0
M02144:85:000000000-B48VY:1:2114:16134:6751;size=1;	0	0	0	0	0	0	0	0	1	147	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:16164:21872;size=1;	0	0	0	0	0	0	0	1	0	0	0	1	5	6	0	0
M02144:85:000000000-B48VY:1:2114:16711:5927;size=1;	0	0	0	1	0	129	31	0	0	0	0	2	1	0	0	0
M02144:85:000000000-B48VY:1:2114:17022:23920;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2114:17592:24891;size=1;	113	9	2	12	22	8579	6245	5	17	8	46	620	14	43	54	3
M02144:85:000000000-B48VY:1:2114:18300:12900;size=1;	0	0	0	20	19	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19077:16389;size=1;	0	0	0	9	5	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19277:1296;size=1;	0	0	0	24	24	0	0	0	0	38	0	0	0	0	0	3
M02144:85:000000000-B48VY:1:2114:19493:21997;size=2;	0	0	0	0	0	1	0	548	595	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:19937:10851;size=1;	0	0	0	0	0	0	0	2	1	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:2114:20143:12316;size=1;	0	0	0	0	0	0	0	7	1	0	0	0	46	2	0	0
M02144:85:000000000-B48VY:1:2114:20210:18633;size=1;	0	0	1	1	1	1	0	0	0	0	1	1625	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20365:15128;size=1;	0	0	0	0	0	0	0	36	18	0	0	0	18	16	0	0
M02144:85:000000000-B48VY:1:2114:20540:23172;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20662:11584;size=1;	0	0	0	0	0	2	0	0	0	0	0	26	0	0	0	0
M02144:85:000000000-B48VY:1:2114:20837:5551;size=1;	0	2	3	6	17	773	496	0	0	41	11	69	1	16	164	0
M02144:85:000000000-B48VY:1:2114:21270:19280;size=1;	0	0	0	0	0	0	0	0	0	111	2	17	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21610:15898;size=1;	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:21970:23728;size=1;	0	0	0	2	2	0	0	0	0	31	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22320:23454;size=1;	0	0	0	78	41	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22422:17535;size=1;	0	0	0	0	0	0	0	0	1	78	391	50	0	0	0	0
M02144:85:000000000-B48VY:1:2114:22917:3593;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23118:14099;size=1;	0	0	0	0	0	0	0	17	1	0	0	0	33	1	0	0
M02144:85:000000000-B48VY:1:2114:23155:21594;size=1;	1	0	0	1152	687	0	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23167:10472;size=1;	0	0	0	255	36	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23624:20832;size=1;	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:23645:10439;size=1;	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24257:12064;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
M02144:85:000000000-B48VY:1:2114:24325:18317;size=1;	0	0	0	79	21	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24359:3822;size=1;	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:24462:7740;size=1;	0	0	0	0	0	0	0	28	31	0	0	0	169	74	1	0
M02144:85:000000000-B48VY:1:2114:24861:9819;size=1;	0	0	0	0	0	0	0	98	53	0	0	5	561	14	0	0
M02144:85:000000000-B48VY:1:2114:25265:8148;size=1;	0	0	0	0	0	0	0	0	1	30	1	0	0	1	0	0
M02144:85:000000000-B48VY:1:2114:25655:22467;size=1;	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26049:13902;size=1;	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26283:4968;size=1;	0	0	0	0	0	17	7	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:26672:18221;size=1;	1	0	0	0	0	0	0	71	20	0	0	1	176	90	0	0
M02144:85:000000000-B48VY:1:2114:26935:19799;size=3;	0	0	0	0	0	0	0	20	4	13	0	28	0	0	0	0
M02144:85:000000000-B48VY:1:2114:27588:17489;size=1;	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:27746:11863;size=1;	0	0	0	0	0	0	0	0	2	0	0	0	42	7	0	0
M02144:85:000000000-B48VY:1:2114:28787:10779;size=1;	8	119	0	1	0	1	0	0	0	2	0	0	0	0	0	13
M02144:85:000000000-B48VY:1:2114:3699:10430;size=2;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
M02144:85:000000000-B48VY:1:2114:4164:19644;size=1;	0	0	0	19	8	10	0	34	21	0	0	52	1	4	0	0
M02144:85:000000000-B48VY:1:2114:4340:17714;size=1;	0	1	0	2	0	135	47	25	11	0	0	17	0	0	0	0
M02144:85:000000000-B48VY:1:2114:4983:13254;size=1;	0	0	0	0	0	0	0	0	0	69	32	13	0	0	0	0
M02144:85:000000000-B48VY:1:2114:6044:19469;size=1;	1	0	0	0	1	0	0	57	15	1	0	1	459	78	0	0
M02144:85:000000000-B48VY:1:2114:6421:21324;size=1;	6	21	3	25	31	14888	11018	8	12	256	98	470	2	7	7	2
M02144:85:000000000-B48VY:1:2114:6504:4664;size=1;	0	0	2	3933	2219	0	1	0	0	192	5	1	2	1	1	0
M02144:85:000000000-B48VY:1:2114:7122:17263;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	78	211	0	0
M02144:85:000000000-B48VY:1:2114:7139:19673;size=1;	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	4
M02144:85:000000000-B48VY:1:2114:7527:10394;size=1;	0	0	0	0	0	0	0	7	1	0	0	0	20	4	0	0
M02144:85:000000000-B48VY:1:2114:7654:11160;size=1;	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:7731:11507;size=1;	0	0	0	10	41	0	0	0	0	0	15	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:8294:13238;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:8663:12942;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	65	4	0	0
M02144:85:000000000-B48VY:1:2114:8986:5251;size=1;	0	0	0	110	58	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9084:18344;size=1;	0	0	0	0	0	11	2	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9119:17984;size=1;	0	0	0	0	0	137	45	0	0	0	0	3	0	0	0	0
M02144:85:000000000-B48VY:1:2114:9182:8725;size=1;	3	3	1	25	78	334	167	5	2	10	24	97477	25	4	3	3
M02144:85:000000000-B48VY:1:2114:9364:23359;size=1;	0	0	0	1	1	0	0	6	1	0	0	1	105	1	0	0
M02144:85:000000000-B48VY:1:2115:10112:24829;size=1;	0	0	0	670	298	0	0	18	2	105	14	9	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10117:12965;size=1;	0	0	0	0	0	0	0	0	0	2	22	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10469:10539;size=1;	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:10597:11195;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	3	6	0	0
M02144:85:000000000-B48VY:1:2115:10992:20529;size=1;	0	0	0	61	119	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:12852:21323;size=1;	1	0	0	0	0	1	0	9	8	1	0	8	1640	395	1	2
M02144:85:000000000-B48VY:1:2115:12903:8327;size=1;	0	0	0	5	0	0	0	29	11	188	71	25	1	2	0	0
M02144:85:000000000-B48VY:1:2115:13758:4903;size=1;	0	0	0	0	0	0	0	5	2	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:14637:9645;size=5;	0	1	0	0	0	0	0	2	0	477	1982	1	0	0	0	0
M02144:85:000000000-B48VY:1:2115:14795:5757;size=1;	0	0	0	0	0	0	0	4	0	0	0	0	8	1	0	0
M02144:85:000000000-B48VY:1:2115:14960:13402;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
M02144:85:000000000-B48VY:1:2115:15411:13834;size=3;	0	0	0	0	0	1	0	0	0	35	693	30	0	0	1	1
M02144:85:000000000-B48VY:1:2115:15703:20271;size=1;	2	0	2	205	69	8	5	3	4	19876	57	4615	5	3	0	1
M02144:85:000000000-B48VY:1:2115:17026:9456;size=1;	0	0	0	0	0	0	0	10	9	0	0	1	147	47	0	0
M02144:85:000000000-B48VY:1:2115:17246:9233;size=1;	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17371:17509;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17686:5471;size=1;	10	1	1	2	13	11	19	0	1	0	1	35	3	1	13414	0
M02144:85:000000000-B48VY:1:2115:17695:23184;size=1;	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
M02144:85:000000000-B48VY:1:2115:17976:18969;size=1;	0	0	0	4	3	0	0	0	0	60	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:18248:4007;size=1;	0	0	0	1	3	0	0	13	1	0	0	0	0	6	0	0
M02144:85:000000000-B48VY:1:2115:18334:9060;size=1;	0	0	0	0	0	323	209	2	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2115:18522:16726;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
M02144:85:000000000-B48VY:1:2115:19566:20164;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2115:19664:8391;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
M02144:85:000000000-B48VY:1:2115:19763:23921;size=1;	0	0	0	0	0	0	0	10	3	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:19883:20106;size=1;	1	0	0	231	183	1	0	92	50	222	4	93	22	20	399	0
M02144:85:000000000-B48VY:1:2115:20121:19955;size=1;	1	0	0	126	245	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2115:20496:3798;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2115:21458:13045;size=1;	0	0	0	0	0	0	0	7	5	0	0	0	25	4	0	0
