	H1-1L	H1-1S	H1-1SP	H1-3	H1-3P	H1-6	H1-6P	H2-3	H2-3P	H2-5	H2-5P	H2-8	K1-3	K1-3P	K2-2	N1-2
M02144:85:000000000-B48VY:1:2103:8030:17442;size=1;	0	0	0	0	0	0	0	59	21	0	0	1	47	0	0	0
M02144:85:000000000-B48VY:1:2103:8556:15676;size=1;	0	0	0	0	0	0	0	13	14	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:2103:8574:12297;size=1;	0	0	0	0	0	0	0	46	31	0	1	2	200	289	1	0
M02144:85:000000000-B48VY:1:2103:8813:11878;size=1;	0	0	0	36	19	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2103:8893:10289;size=1;	0	0	0	181	33	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2103:8911:4761;size=1;	0	0	0	0	0	0	0	0	0	53	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2103:8925:11595;size=1;	0	0	0	106	106	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2103:9036:1634;size=1;	0	0	0	0	0	0	0	28	25	0	1	0	59	12	0	0
M02144:85:000000000-B48VY:1:2103:9117:8144;size=2;	0	0	0	0	1	0	0	0	0	0	0	2	0	0	644	0
M02144:85:000000000-B48VY:1:2103:9182:19778;size=1;	0	0	0	0	0	0	0	40	28	0	0	0	13	19	0	0
M02144:85:000000000-B48VY:1:2103:9217:9087;size=1;	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:2103:9262:23521;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
M02144:85:000000000-B48VY:1:2103:9474:8915;size=1;	0	0	0	47	28	0	0	0	0	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2103:9662:7160;size=1;	0	0	0	0	0	0	5	0	0	10	0	6	0	0	0	0
M02144:85:000000000-B48VY:1:2103:9671:21205;size=1;	0	0	0	0	0	64	44	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2103:9699:5644;size=1;	0	0	0	0	0	0	0	0	1	0	0	0	8	49	0	0
M02144:85:000000000-B48VY:1:2104:10329:14561;size=2;	0	0	0	1	0	0	0	0	0	0	0	78	0	0	0	0
M02144:85:000000000-B48VY:1:2104:10488:10576;size=1;	0	0	0	0	0	0	0	27	18	0	0	0	34	0	0	0
M02144:85:000000000-B48VY:1:2104:10778:10472;size=1;	0	0	0	278	163	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:10832:12343;size=1;	0	0	0	0	0	0	0	22	18	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:11223:10331;size=1;	0	0	0	0	0	65	16	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:11589:11208;size=1;	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:11607:16796;size=1;	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:2104:11656:23271;size=1;	1	0	5	0	5	925	839	0	1	2	0	13	2	7	36	0
M02144:85:000000000-B48VY:1:2104:11963:20232;size=1;	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:12006:20216;size=1;	0	0	0	0	0	0	0	280	166	1	3	1	450	20	1	0
M02144:85:000000000-B48VY:1:2104:12120:4949;size=1;	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:12440:10014;size=1;	0	0	0	0	0	0	0	18	10	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2104:12597:13578;size=1;	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:12612:22963;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:13789:5810;size=1;	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:13841:11670;size=1;	0	0	0	0	0	0	0	52	61	0	0	0	3	4	0	0
M02144:85:000000000-B48VY:1:2104:14578:16622;size=2;	0	0	0	0	0	0	0	0	0	1	59	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:14705:17754;size=1;	0	0	0	113	114	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:15551:14175;size=1;	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:15593:20249;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0
M02144:85:000000000-B48VY:1:2104:15668:16976;size=1;	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:16513:14957;size=1;	0	0	0	0	0	0	0	149	134	0	0	0	4	3	0	0
M02144:85:000000000-B48VY:1:2104:17068:8180;size=1;	0	0	0	1	0	0	0	139	122	0	1	1	67	6	0	0
M02144:85:000000000-B48VY:1:2104:17096:18860;size=1;	0	0	0	18	27	0	0	0	0	4	0	1	0	1	0	0
M02144:85:000000000-B48VY:1:2104:17201:18563;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
M02144:85:000000000-B48VY:1:2104:17319:17803;size=1;	0	0	0	0	0	0	0	12	4	0	0	0	11	0	0	0
M02144:85:000000000-B48VY:1:2104:17480:8707;size=1;	9	2	25	7	12	5475	3363	2	6	9	5	37	3	2	312	0
M02144:85:000000000-B48VY:1:2104:17518:6194;size=2;	0	0	0	2	0	0	0	3	0	0	0	82	0	0	0	0
M02144:85:000000000-B48VY:1:2104:17812:9754;size=1;	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:18088:13036;size=1;	0	0	0	0	0	0	0	0	0	3	24	2	0	0	0	0
M02144:85:000000000-B48VY:1:2104:18756:6985;size=1;	1	3	0	1	1	0	0	0	0	0	0	2	0	0	1013	0
M02144:85:000000000-B48VY:1:2104:18818:22813;size=1;	0	0	0	0	0	0	0	53	32	0	0	0	66	3	0	0
M02144:85:000000000-B48VY:1:2104:18961:16205;size=1;	0	0	0	0	0	0	0	14	10	0	0	0	57	55	0	0
M02144:85:000000000-B48VY:1:2104:19091:20174;size=1;	0	0	0	0	0	0	0	5	1	0	0	0	3	0	0	0
M02144:85:000000000-B48VY:1:2104:19448:10829;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:2104:19790:7355;size=1;	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:19838:13758;size=1;	0	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0
M02144:85:000000000-B48VY:1:2104:19963:18083;size=1;	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:20218:4390;size=1;	0	0	0	128	142	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:20297:14708;size=1;	1	0	0	0	4	861	502	1	1	2	0	0	0	0	1	2
M02144:85:000000000-B48VY:1:2104:20374:15686;size=1;	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0
M02144:85:000000000-B48VY:1:2104:20586:5305;size=1;	1	1	0	2	0	102	77	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:20866:20979;size=2;	0	0	0	0	0	0	0	218	170	0	0	2	260	4	0	0
M02144:85:000000000-B48VY:1:2104:20903:15089;size=1;	0	0	0	122	59	0	1	0	0	13	0	0	0	0	0	2
M02144:85:000000000-B48VY:1:2104:21104:11667;size=1;	0	0	0	271	158	0	0	0	0	7	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:21470:8919;size=1;	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
M02144:85:000000000-B48VY:1:2104:21572:5106;size=1;	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:21588:10214;size=1;	0	0	0	0	0	0	0	15	13	0	0	0	12	0	0	0
M02144:85:000000000-B48VY:1:2104:21595:13712;size=1;	0	0	0	0	0	0	0	0	0	61	33	4	0	0	0	0
M02144:85:000000000-B48VY:1:2104:21962:19189;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:22158:5558;size=1;	0	0	0	0	0	409	340	1	1	0	0	2	0	0	1	1
M02144:85:000000000-B48VY:1:2104:22299:22284;size=2;	0	0	0	1	1	0	0	3	3	0	0	0	11	111	0	0
M02144:85:000000000-B48VY:1:2104:22367:12907;size=1;	0	0	0	0	0	0	0	30	16	0	0	1	11	2	0	0
M02144:85:000000000-B48VY:1:2104:22384:1603;size=1;	0	0	0	2	2	0	0	0	0	28	6	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:22641:13993;size=1;	0	0	0	198	98	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:22725:10627;size=1;	0	0	0	19	13	0	0	0	0	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2104:22871:9448;size=2;	0	0	0	0	0	0	0	0	0	0	0	1	55	3	0	0
M02144:85:000000000-B48VY:1:2104:23111:23460;size=1;	0	0	1	14	6	0	0	0	1	1441	1	201	0	0	0	1
M02144:85:000000000-B48VY:1:2104:23248:20282;size=1;	0	0	0	10	2	0	0	5	6	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:23741:3854;size=3;	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:23743:13658;size=1;	0	0	0	44	26	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:23753:7164;size=1;	1	0	0	15	13	0	0	0	0	26	70	29	1	0	0	0
M02144:85:000000000-B48VY:1:2104:23842:14741;size=1;	0	0	0	0	0	0	0	9	0	0	0	0	20	5	0	0
M02144:85:000000000-B48VY:1:2104:23966:11640;size=1;	0	0	0	1	0	0	0	2	0	556	2	41	0	0	0	0
M02144:85:000000000-B48VY:1:2104:24102:20879;size=1;	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:24198:19050;size=1;	0	0	12	71	72	0	0	13	7	0	0	5	88	343	5	0
M02144:85:000000000-B48VY:1:2104:24461:3923;size=1;	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:24639:10238;size=1;	0	0	0	272	165	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:24976:7728;size=1;	0	0	0	0	0	0	0	78	42	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2104:25393:8319;size=3;	0	0	0	139	307	0	0	0	0	0	0	0	0	2	0	1
M02144:85:000000000-B48VY:1:2104:25619:18988;size=1;	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0
M02144:85:000000000-B48VY:1:2104:25707:15716;size=1;	1	0	0	2	0	9	1	16	1	0	0	1	0	1	0	0
M02144:85:000000000-B48VY:1:2104:26131:17424;size=1;	8	227	3	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:26234:10690;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M02144:85:000000000-B48VY:1:2104:26258:18269;size=1;	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:26558:5574;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:26607:8554;size=1;	0	0	0	0	0	0	0	0	0	25	31	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:26620:11212;size=1;	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0
M02144:85:000000000-B48VY:1:2104:26971:10697;size=1;	1	0	0	51	13	2	1	0	2	2256	2	374	0	0	1	0
M02144:85:000000000-B48VY:1:2104:26980:19010;size=1;	324	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:27143:18811;size=1;	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:28002:8913;size=1;	0	0	0	0	0	0	0	0	0	68	672	5	1	0	0	0
M02144:85:000000000-B48VY:1:2104:28103:19233;size=1;	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:28558:8160;size=1;	0	0	1	17	14	0	0	8	4	152	1	18	2	12	35	0
M02144:85:000000000-B48VY:1:2104:28595:10585;size=1;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:29120:13555;size=1;	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:29382:14826;size=2;	0	0	0	64	101	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:3746:12800;size=1;	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:5754:16376;size=1;	0	0	0	0	0	0	0	5	0	0	0	2	468	18	0	0
M02144:85:000000000-B48VY:1:2104:6066:18404;size=1;	0	0	0	20	21	0	0	0	0	0	2	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:6670:11734;size=1;	34	29	44	5	0	94	1	9	2	0	0	7	0	0	0	0
M02144:85:000000000-B48VY:1:2104:6803:20668;size=11;	0	0	0	254	277	0	0	0	0	38	0	1	0	0	0	1
M02144:85:000000000-B48VY:1:2104:6955:3510;size=1;	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:7874:8599;size=1;	0	0	0	2	0	1	0	3	0	1	2	1	0	0	0	0
M02144:85:000000000-B48VY:1:2104:8223:11653;size=1;	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:8322:15394;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:8517:19917;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M02144:85:000000000-B48VY:1:2104:8935:16828;size=1;	0	0	0	0	0	0	0	0	0	479	86	87	0	0	0	0
M02144:85:000000000-B48VY:1:2104:9259:8872;size=1;	0	0	0	0	0	0	0	0	0	5	73	0	0	0	0	0
M02144:85:000000000-B48VY:1:2104:9480:13179;size=1;	1	0	0	1946	719	2	1	1	0	0	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2104:9924:13674;size=1;	0	0	0	22	21	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:10007:22145;size=1;	0	0	22	1	0	760	439	0	1	2	0	3	0	0	20	0
M02144:85:000000000-B48VY:1:2105:10079:11204;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:2105:10195:2603;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	64	3	0	0
M02144:85:000000000-B48VY:1:2105:10955:8654;size=1;	0	0	0	0	0	0	0	2	6	0	0	0	73	14	0	0
M02144:85:000000000-B48VY:1:2105:11090:24445;size=1;	2	1	1	0	4	1	0	1235	1240	0	1	0	24	2	0	0
M02144:85:000000000-B48VY:1:2105:11485:11384;size=1;	0	0	0	0	1	0	0	33	10	0	0	7	874	3	0	0
M02144:85:000000000-B48VY:1:2105:11560:19544;size=1;	0	1	0	230	140	0	0	0	0	1	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2105:11679:4543;size=1;	0	0	0	0	0	0	0	5	4	0	0	0	24	5	0	0
M02144:85:000000000-B48VY:1:2105:11737:1521;size=4;	0	0	0	0	0	0	0	0	0	266	177	174	0	0	0	0
M02144:85:000000000-B48VY:1:2105:12502:6608;size=1;	0	0	0	0	0	0	0	240	80	0	0	2	240	52	0	0
M02144:85:000000000-B48VY:1:2105:12529:17867;size=1;	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
M02144:85:000000000-B48VY:1:2105:12531:17465;size=1;	0	0	0	0	0	0	0	41	13	0	0	0	19	0	0	0
M02144:85:000000000-B48VY:1:2105:12675:17099;size=1;	0	0	0	0	0	0	0	29	19	0	0	0	4	0	0	0
M02144:85:000000000-B48VY:1:2105:12972:6417;size=1;	0	1	1	1	2	961	795	1	2	6	0	127	0	4	0	0
M02144:85:000000000-B48VY:1:2105:13466:23815;size=1;	0	0	0	0	0	0	0	4	3	0	0	0	15	1	0	0
M02144:85:000000000-B48VY:1:2105:13557:11070;size=1;	1	0	0	412	193	0	0	0	0	1	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:13643:23845;size=1;	723	803	857	1	0	1	0	0	0	1	1	0	1	0	0	0
M02144:85:000000000-B48VY:1:2105:14527:17074;size=1;	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:14666:15635;size=1;	0	0	0	0	0	0	0	0	1	0	0	1	64	1	0	0
M02144:85:000000000-B48VY:1:2105:15110:7560;size=1;	0	0	0	0	0	0	0	0	0	60	0	1	0	0	0	0
M02144:85:000000000-B48VY:1:2105:15144:5729;size=1;	0	3	0	0	1	4	0	13	1	0	0	163	3	0	0	0
M02144:85:000000000-B48VY:1:2105:15372:8457;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	25	13	0	0
M02144:85:000000000-B48VY:1:2105:15423:4669;size=1;	0	0	0	0	1	0	0	363	454	0	0	0	0	1	0	0
M02144:85:000000000-B48VY:1:2105:15457:7977;size=1;	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:15536:22595;size=1;	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0
M02144:85:000000000-B48VY:1:2105:15579:4721;size=1;	0	0	0	0	0	145	93	1	0	1	0	0	0	0	4	0
M02144:85:000000000-B48VY:1:2105:15597:16026;size=1;	0	0	0	0	0	0	0	1	3	0	0	1	1	5	0	0
M02144:85:000000000-B48VY:1:2105:15737:17687;size=1;	1	0	0	6	1	956	276	217	148	0	0	1127	0	0	1	1
M02144:85:000000000-B48VY:1:2105:15748:16754;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	35	86	0	0
M02144:85:000000000-B48VY:1:2105:15810:12946;size=1;	0	0	0	0	0	0	0	0	1	0	0	4	346	76	0	0
M02144:85:000000000-B48VY:1:2105:15876:12884;size=1;	0	1	0	12	4	0	0	0	1	27	1556	27	2	0	0	0
M02144:85:000000000-B48VY:1:2105:15947:21279;size=1;	1	0	0	253	630	0	0	4	14	216	10	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:16058:18701;size=1;	0	0	1	0	0	0	0	297	185	0	0	3	405	7	1	0
M02144:85:000000000-B48VY:1:2105:16224:8834;size=1;	4	2	30	5	4	1888	1138	1	4	18	6	62	0	1	550	0
M02144:85:000000000-B48VY:1:2105:16312:21254;size=1;	0	0	2	1	0	0	0	118	144	0	0	0	94	21	1	0
M02144:85:000000000-B48VY:1:2105:16435:5512;size=1;	0	0	0	2	0	0	0	542	391	0	0	1	116	2	0	1
M02144:85:000000000-B48VY:1:2105:16693:10294;size=1;	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
M02144:85:000000000-B48VY:1:2105:16875:19423;size=1;	1	0	0	0	1	0	1	52	26	2	2	25	17	228	4	0
M02144:85:000000000-B48VY:1:2105:17259:16359;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
M02144:85:000000000-B48VY:1:2105:17357:11080;size=1;	0	0	0	0	0	0	0	27	21	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:17421:21415;size=1;	0	0	0	0	0	0	0	3	2	0	0	0	7	1	0	0
M02144:85:000000000-B48VY:1:2105:17516:11771;size=1;	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:17602:10671;size=1;	0	0	0	1	1	1	0	1	0	0	0	0	13	23	0	0
M02144:85:000000000-B48VY:1:2105:17800:12100;size=1;	0	1	2	2006	847	1	1	1	1	3	1	2	0	0	1	0
M02144:85:000000000-B48VY:1:2105:18029:10122;size=1;	0	0	0	0	0	0	0	6	3	0	0	0	5	0	0	0
M02144:85:000000000-B48VY:1:2105:18197:8412;size=1;	0	0	0	28	17	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:18431:22941;size=1;	0	0	0	13	11	0	2	541	226	0	19	306	72	405	6	0
M02144:85:000000000-B48VY:1:2105:18438:23183;size=1;	0	0	0	0	0	0	0	1	0	0	0	1	6	1	0	0
M02144:85:000000000-B48VY:1:2105:18656:4603;size=1;	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:18737:10770;size=1;	6	1	0	3	7	1376	942	2	3	7	3	7	1	0	64	0
M02144:85:000000000-B48VY:1:2105:18812:20968;size=1;	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2105:18913:22048;size=1;	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0
M02144:85:000000000-B48VY:1:2105:19016:18725;size=1;	0	0	1	0	0	20	14	0	0	4	1	10	0	0	66	0
M02144:85:000000000-B48VY:1:2105:19182:2595;size=1;	1	0	0	2	1	1	0	8	3	0	0	9	1695	298	2	1
M02144:85:000000000-B48VY:1:2105:19776:17695;size=1;	0	0	0	4	1	6	0	269	409	0	0	79	0	1	0	2
M02144:85:000000000-B48VY:1:2105:19954:12519;size=1;	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0
M02144:85:000000000-B48VY:1:2105:20019:2256;size=1;	0	0	0	0	0	0	0	0	0	3	79	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:20135:7377;size=1;	0	0	0	16	56	0	0	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:20392:6792;size=1;	221	35	0	30	20	23	2	328	388	0	1	80	2	3	0	1
M02144:85:000000000-B48VY:1:2105:20594:20090;size=1;	0	0	0	0	0	0	0	1	0	54	14	14	0	0	0	0
M02144:85:000000000-B48VY:1:2105:20711:9113;size=1;	0	0	0	0	0	0	0	5	1	0	0	0	21	6	0	0
M02144:85:000000000-B48VY:1:2105:20742:10340;size=1;	0	0	0	11	2	1	0	0	0	280	0	54	0	0	0	0
M02144:85:000000000-B48VY:1:2105:21111:24789;size=1;	1	44	0	23	12	23	3	1629	2004	0	1	293	112	671	0	3
M02144:85:000000000-B48VY:1:2105:21286:11035;size=1;	0	0	0	0	0	0	0	28	19	0	0	0	56	0	0	0
M02144:85:000000000-B48VY:1:2105:21581:23133;size=1;	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:21589:12672;size=1;	0	0	0	1	0	6	1	4	8	0	0	9	10	133	0	0
M02144:85:000000000-B48VY:1:2105:21722:6394;size=1;	0	0	0	72	57	0	0	1	3	3	0	0	105	616	0	0
M02144:85:000000000-B48VY:1:2105:21931:6692;size=1;	0	0	0	0	0	0	0	2	1	0	0	0	16	3	0	0
M02144:85:000000000-B48VY:1:2105:22000:14075;size=1;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:22027:21488;size=1;	0	0	0	0	0	0	0	50	15	0	0	0	321	1	0	0
M02144:85:000000000-B48VY:1:2105:22054:6040;size=1;	0	0	0	0	0	46	26	0	0	0	7	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:22260:5569;size=1;	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:22449:18573;size=1;	0	0	0	0	0	0	0	0	0	22	1	1	0	0	0	1
M02144:85:000000000-B48VY:1:2105:22617:16852;size=1;	0	0	0	0	0	2	1	336	213	0	0	1	557	11	1	0
M02144:85:000000000-B48VY:1:2105:22745:15847;size=1;	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:22913:17444;size=1;	0	0	0	0	1	0	1	0	0	0	1	2	0	0	437	0
M02144:85:000000000-B48VY:1:2105:22967:17067;size=1;	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0
M02144:85:000000000-B48VY:1:2105:23067:19522;size=1;	0	0	0	1	0	0	0	11	4	0	0	0	7	0	0	0
M02144:85:000000000-B48VY:1:2105:23188:21999;size=1;	0	0	0	0	3	406	24	0	1	0	0	697	0	0	0	0
M02144:85:000000000-B48VY:1:2105:23408:20313;size=1;	0	0	0	0	0	0	0	0	1	0	1	1	198	7	0	0
M02144:85:000000000-B48VY:1:2105:23437:18592;size=1;	0	0	0	0	0	0	0	57	27	0	0	0	18	10	0	0
M02144:85:000000000-B48VY:1:2105:23628:6021;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0
M02144:85:000000000-B48VY:1:2105:23717:17702;size=1;	0	0	2	9	10	0	0	9	2	1	0	2	39	73	0	0
M02144:85:000000000-B48VY:1:2105:23813:18400;size=1;	0	0	0	0	0	0	0	15	5	0	0	0	17	28	0	0
M02144:85:000000000-B48VY:1:2105:24532:18481;size=1;	11	7	79	35	79	14071	10230	7	9	8	0	83	54	361	8	4
M02144:85:000000000-B48VY:1:2105:24563:20531;size=1;	0	1	0	900	327	0	0	0	0	1	0	0	0	0	1	0
M02144:85:000000000-B48VY:1:2105:24674:19747;size=1;	0	0	0	7	9	1	0	0	0	1174	5	20	0	0	3	0
M02144:85:000000000-B48VY:1:2105:24709:9886;size=1;	0	0	0	0	0	0	0	163	104	0	0	0	159	1	0	0
M02144:85:000000000-B48VY:1:2105:24731:7914;size=1;	0	0	0	1	0	1	0	0	0	72	40	86	0	1	1	0
M02144:85:000000000-B48VY:1:2105:25009:13794;size=1;	1	0	0	3	2	863	794	0	0	1	2	5	0	0	1	0
M02144:85:000000000-B48VY:1:2105:25253:7924;size=1;	0	0	0	0	0	0	0	43	21	0	0	0	79	0	0	0
M02144:85:000000000-B48VY:1:2105:25665:22552;size=1;	0	1	0	648	220	2	0	0	0	0	0	0	0	0	0	1
M02144:85:000000000-B48VY:1:2105:25915:10447;size=1;	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:26104:20274;size=1;	0	0	0	0	0	0	0	62	39	0	0	1	355	4	0	0
M02144:85:000000000-B48VY:1:2105:26130:12301;size=1;	1	0	4	1	2	0	1	410	443	1	0	1	472	99	0	0
M02144:85:000000000-B48VY:1:2105:26336:10556;size=1;	2	3	10	0	3	1438	1363	1	4	7	0	54	3	0	1251	10
M02144:85:000000000-B48VY:1:2105:26376:8063;size=1;	1	0	0	0	0	0	0	169	124	0	1	0	134	2	0	0
M02144:85:000000000-B48VY:1:2105:26651:19764;size=4;	0	0	0	0	0	0	0	0	0	0	7	107	0	0	0	0
M02144:85:000000000-B48VY:1:2105:26903:11329;size=1;	0	0	0	0	0	0	0	387	290	0	0	2	359	6	0	0
M02144:85:000000000-B48VY:1:2105:26939:9629;size=1;	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
M02144:85:000000000-B48VY:1:2105:27038:13247;size=1;	2	0	0	203	59	2	0	0	0	4598	13	1606	1	1	2	0
M02144:85:000000000-B48VY:1:2105:27069:21038;size=1;	0	0	0	182	132	0	0	0	0	3	0	0	0	0	0	0
M02144:85:000000000-B48VY:1:2105:27078:12463;size=1;	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0	0
